Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
1 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8855,,,,,,,,,,0.0,,,,0.0,,,"2,392.0",,,391.0,,,,,
2,,9851,,,,,,,,,,0.0,,,,391.0,,,"2,392.0",,,391.0,,,,,
3,,11473,,,,,,,,,,0.0,,,,782.0,,,890.0,,,435.0,,,,,
4,,7779,,,,,,,,,,890.0,,,,782.0,,,788.5,,,434.0,,,,,
5,,12460,,,,,,,,,,"1,678.5",,,,782.0,,,263.0,,,409.0,,,*,,
6,,9987,,,,,,,,,,"1,941.5",,,,782.0,,,495.0,,,403.5,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
11,,"2,331.0",,,,941.0,,"2,331.0",,,"1,204.0",,,865.5,,,263.0,,,756.5,,,|,,,
12,,"1,574.5",,,,"1,196.0",,"2,331.0",,,"1,196.0",,,756.5,,,263.0,,,255.0,,,---,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,321.0)   11,321.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
11 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11657,,,,,,,,,,0.0,,,,0.0,,,890.0,,,435.0,,,,,
2,,12023,,,,,,,,,,0.0,,,,435.0,,,890.0,,,435.0,,,,,
3,,9136,,,,,,,,,,0.0,,,,870.0,,,722.5,,,328.0,,,,,
4,,12556,,,,,,,,,,890.0,,,,0.0,,,982.5,,,452.5,,,,,
5,,9952,,,,,,,,,,890.0,,,,452.5,,,982.5,,,452.5,,,,,
6,,10456,,,,,,,,,,890.0,,,,905.0,,,418.0,,,308.5,,,*,,
7,,11117,,,,,,,,,,"1,308.0",,,,905.0,,,418.0,,,308.5,,,*,,
8,,12076,,,,,,,,,,"1,872.5",,,,0.0,,,533.0,,,650.5,,,*,,
9,,8464,,,,,,,,,,"1,872.5",,,,650.5,,,515.0,,,400.8,,,,,
10,,9642,,,,,,,,,,"1,872.5",,,,"1,051.3",,,443.0,,,156.5,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,890.0,,,,0.0,,890.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,890.0,,,|,,,
2,,0.0,,,,435.0,,890.0,,,435.0,,,890.0,,,"1,220.0",,,435.0,,,---,,,
3,,0.0,,,,870.0,,890.0,,,870.0,,,890.0,,,785.0,,,435.0,,,---,,,
4,,0.0,,,,"1,198.0",,890.0,,,"1,198.0",,,890.0,,,350.0,,,328.0,,,---,,,
5,,722.5,,,,870.0,,722.5,,,"1,198.0",,,890.0,,,328.0,,,722.5,,,|,,,
6,,"1,872.5",,,,0.0,,"1,872.5",,,"1,220.0",,,"1,550.0",,,"1,220.0",,,982.5,,,|,,,
7,,890.0,,,,452.5,,"1,872.5",,,452.5,,,982.5,,,"1,220.0",,,452.5,,,---,,,
8,,890.0,,,,905.0,,"1,872.5",,,905.0,,,982.5,,,767.5,,,452.5,,,---,,,
9,,890.0,,,,"1,213.5",,"1,872.5",,,"1,213.5",,,982.5,,,315.0,,,308.5,,,---,,,
10,,"1,308.0",,,,905.0,,"1,308.0",,,"1,213.5",,,982.5,,,308.5,,,418.0,,,|,,,
11,,"1,726.0",,,,905.0,,"1,726.0",,,"1,213.5",,,564.5,,,308.5,,,418.0,,,|,,,
12,,"2,405.5",,,,0.0,,"2,405.5",,,"1,220.0",,,567.5,,,"1,220.0",,,533.0,,,|,,,
13,,"1,872.5",,,,650.5,,"2,405.5",,,650.5,,,533.0,,,"1,220.0",,,650.5,,,---,,,
14,,"1,872.5",,,,"1,051.3",,"2,405.5",,,"1,051.3",,,533.0,,,569.5,,,400.8,,,---,,,
15,,"2,387.5",,,,650.5,,"2,387.5",,,"1,051.3",,,533.0,,,400.8,,,515.0,,,|,,,
16,,"1,872.5",,,,"1,207.8",,"2,405.5",,,"1,207.8",,,533.0,,,168.7,,,156.5,,,---,,,
17,,"2,315.5",,,,"1,051.3",,"2,315.5",,,"1,207.8",,,533.0,,,156.5,,,443.0,,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,378.8)   12,378.8",,,,,,,,,,,,,,,Count of cuts   (1 x 17)   17,,,,,,,,,,,,

Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
12 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8081,,,,,,,,,,0.0,,,,0.0,,,"1,903.5",,,495.0,,,,,
2,,8091,,,,,,,,,,0.0,,,,495.0,,,"1,903.5",,,495.0,,,,,
3,,10848,,,,,,,,,,0.0,,,,990.0,,,661.0,,,180.5,,,,,
4,,8348,,,,,,,,,,"1,903.5",,,,0.0,,,534.5,,,744.5,,,*,,
5,,11840,,,,,,,,,,"1,903.5",,,,744.5,,,515.0,,,400.8,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,903.5",,,,0.0,,"1,903.5",,,"1,220.0",,,"2,440.0",,,"1,220.0",,,"1,903.5",,,|,,,
2,,0.0,,,,495.0,,"1,903.5",,,495.0,,,"1,903.5",,,"1,220.0",,,495.0,,,---,,,
3,,0.0,,,,990.0,,"1,903.5",,,990.0,,,"1,903.5",,,725.0,,,495.0,,,---,,,
4,,0.0,,,,"1,170.5",,"1,903.5",,,"1,170.5",,,"1,903.5",,,230.0,,,180.5,,,---,,,
5,,661.0,,,,990.0,,661.0,,,"1,170.5",,,"1,903.5",,,180.5,,,661.0,,,|,,,
6,,"2,438.0",,,,0.0,,"2,438.0",,,"1,220.0",,,536.5,,,"1,220.0",,,534.5,,,|,,,
7,,"1,903.5",,,,744.5,,"2,438.0",,,744.5,,,534.5,,,"1,220.0",,,744.5,,,---,,,
8,,"1,903.5",,,,"1,145.3",,"2,438.0",,,"1,145.3",,,534.5,,,475.5,,,400.8,,,---,,,
9,,"2,418.5",,,,744.5,,"2,418.5",,,"1,145.3",,,534.5,,,400.8,,,515.0,,,|,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,800.8)   9,800.8",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,,,
13 of 13,,,1,,,,,,,,,,,,,,"2,440.0",,,"1,220.0",,,1x,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11220,,,,,,,,,,0.0,,,,0.0,,,403.0,,,744.0,,,*,,
2,,12404,,*,,,,,*,,,0.0,,,,744.0,,,440.0,,,465.0,,,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,440.0,,,,0.0,,440.0,,,"1,220.0",,,"2,440.0",,,"1,220.0",,,440.0,,,|,,,
2,,0.0,,,,744.0,,440.0,,,744.0,,,440.0,,,"1,220.0",,,744.0,,,---,,,
3,,403.0,,,,0.0,,403.0,,,744.0,,,440.0,,,744.0,,,403.0,,,|,,,
4,,0.0,,,,"1,209.0",,440.0,,,"1,209.0",,,440.0,,,476.0,,,465.0,,,---,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 2,844.0)   2,844.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,,,
