,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,37146,,,,,,,,,,0,,,,0,,,499,,,771,,,*
2,,35003,,,,,,,,,,499,,,,0,,,187,,,622,,,*
3,,34100,,,,,,,,,,686,,,,0,,,360,,,481,,,*
4,,37395,,*,,,,,*,,,0,,,,771,,,874,,,327,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,046.00",,,,0,,"1,046.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,046.00",,,|,,
2,,0,,,,771,,"1,046.00",,,771,,,"1,046.00",,,"1,220.00",,,771,,,---,,
3,,499,,,,0,,499,,,771,,,"1,046.00",,,771,,,499,,,|,,
4,,686,,,,0,,686,,,771,,,547,,,771,,,187,,,|,,
5,,499,,,,622,,686,,,622,,,187,,,771,,,622,,,---,,
6,,686,,,,481,,"1,046.00",,,481,,,360,,,771,,,481,,,---,,
7,,0,,,,"1,098.00",,"1,046.00",,,"1,098.00",,,"1,046.00",,,449,,,327,,,---,,
8,,874,,,,771,,874,,,"1,098.00",,,"1,046.00",,,327,,,874,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 5,728.0)   5,728.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
