Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,784,,"2,440.00",,,784,,,"2,440.00",,,"1,220.00",,,784,,,---,,
2,,373.5,,,,0,,373.5,,,784,,,"2,440.00",,,784,,,373.5,,,|,,
3,,909.5,,,,0,,909.5,,,784,,,"2,066.50",,,784,,,536,,,|,,
4,,373.5,,,,774.5,,909.5,,,774.5,,,536,,,784,,,774.5,,,---,,
5,,"1,445.50",,,,0,,"1,445.50",,,784,,,"1,530.50",,,784,,,536,,,|,,
6,,909.5,,,,774.5,,"1,445.50",,,774.5,,,536,,,784,,,774.5,,,---,,
7,,"2,057.50",,,,0,,"2,057.50",,,784,,,994.5,,,784,,,612,,,|,,
8,,"1,445.50",,,,373,,"2,057.50",,,373,,,612,,,784,,,373,,,---,,
9,,"1,445.50",,,,746,,"2,057.50",,,746,,,612,,,411,,,373,,,---,,
10,,"2,431.00",,,,0,,"2,431.00",,,784,,,382.5,,,784,,,373.5,,,|,,
11,,"2,057.50",,,,612,,"2,431.00",,,612,,,373.5,,,784,,,612,,,---,,
12,,0,,,,"1,214.00",,"2,440.00",,,"1,214.00",,,"2,440.00",,,436,,,430,,,---,,
13,,"2,034.00",,,,784,,"2,034.00",,,"1,214.00",,,"2,440.00",,,430,,,"2,034.00",,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 11,899.5)   11,899.5",,,,,,,,,,,,,,,Count of cuts   (1 x 13)   13,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,1597,,,,,,,,,,0,,,,0,,,"1,884.00",,,477.5,,,
2,,352,,,,,,,,,,0,,,,477.5,,,944,,,560,,,
3,,3468,,,,,,,,,,944,,,,477.5,,,935,,,560,,,
4,,967,,,,,,,,,,0,,,,"1,037.50",,,708,,,148,,,
5,,111,,,,,,,,,,"1,884.00",,,,0,,,527.5,,,558,,,
6,,3134,,,,,,,,,,"1,884.00",,,,558,,,469.5,,,557,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,884.00",,,,0,,"1,884.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,884.00",,,|,,
2,,0,,,,477.5,,"1,884.00",,,477.5,,,"1,884.00",,,"1,220.00",,,477.5,,,---,,
3,,0,,,,"1,037.50",,"1,884.00",,,"1,037.50",,,"1,884.00",,,742.5,,,560,,,---,,
4,,944,,,,477.5,,944,,,"1,037.50",,,"1,884.00",,,560,,,944,,,|,,
5,,"1,879.00",,,,477.5,,"1,879.00",,,"1,037.50",,,940,,,560,,,935,,,|,,
6,,0,,,,"1,185.50",,"1,884.00",,,"1,185.50",,,"1,884.00",,,182.5,,,148,,,---,,
7,,708,,,,"1,037.50",,708,,,"1,185.50",,,"1,884.00",,,148,,,708,,,|,,
8,,"2,411.50",,,,0,,"2,411.50",,,"1,220.00",,,556,,,"1,220.00",,,527.5,,,|,,
9,,"1,884.00",,,,558,,"2,411.50",,,558,,,527.5,,,"1,220.00",,,558,,,---,,
10,,"1,884.00",,,,"1,115.00",,"2,411.50",,,"1,115.00",,,527.5,,,662,,,557,,,---,,
11,,"2,353.50",,,,558,,"2,353.50",,,"1,115.00",,,527.5,,,557,,,469.5,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,972.0)   10,972.0",,,,,,,,,,,,,,,Count of cuts   (1 x 11)   11,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
13 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,2336,,,,,,,,,,0,,,,0,,,"2,198.00",,,558,,,
2,,1972,,,,,,,,,,0,,,,558,,,454,,,560,,,
3,,2927,,,,,,,,,,454,,,,558,,,494.5,,,477.5,,,
4,,2720,,,,,,,,,,948.5,,,,558,,,494.5,,,477.5,,,
5,,821,,,,,,,,,,"1,443.00",,,,558,,,494.5,,,477.5,,,
6,,2650,,,,,,,,,,"1,937.50",,,,558,,,494.5,,,477.5,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,198.00",,,,0,,"2,198.00",,,558,,,"2,440.00",,,558,,,"2,198.00",,,|,,
3,,454,,,,558,,454,,,"1,220.00",,,"2,440.00",,,662,,,454,,,|,,
4,,0,,,,"1,118.00",,454,,,"1,118.00",,,454,,,662,,,560,,,---,,
5,,948.5,,,,558,,948.5,,,"1,220.00",,,"1,986.00",,,662,,,494.5,,,|,,
6,,454,,,,"1,035.50",,948.5,,,"1,035.50",,,494.5,,,662,,,477.5,,,---,,
7,,"1,443.00",,,,558,,"1,443.00",,,"1,220.00",,,"1,491.50",,,662,,,494.5,,,|,,
8,,948.5,,,,"1,035.50",,"1,443.00",,,"1,035.50",,,494.5,,,662,,,477.5,,,---,,
9,,"1,937.50",,,,558,,"1,937.50",,,"1,220.00",,,997,,,662,,,494.5,,,|,,
10,,"1,443.00",,,,"1,035.50",,"1,937.50",,,"1,035.50",,,494.5,,,662,,,477.5,,,---,,
11,,"2,432.00",,,,558,,"2,432.00",,,"1,220.00",,,502.5,,,662,,,494.5,,,|,,
12,,"1,937.50",,,,"1,035.50",,"2,432.00",,,"1,035.50",,,494.5,,,662,,,477.5,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 8,740.0)   8,740.0",,,,,,,,,,,,,,,Count of cuts   (1 x 12)   12,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
14 of 14,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,282,,,,,,,,,,0,,,,0,,,"1,884.00",,,477.5,,,
2,,3218,,*,,,,,*,,,"1,884.00",,,,0,,,460,,,744,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"1,884.00",,,,0,,"1,884.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"1,884.00",,,|,,
2,,0,,,,477.5,,"1,884.00",,,477.5,,,"1,884.00",,,"1,220.00",,,477.5,,,---,,
3,,"2,344.00",,,,0,,"2,344.00",,,"1,220.00",,,556,,,"1,220.00",,,460,,,|,,
4,,"1,884.00",,,,744,,"2,344.00",,,744,,,460,,,"1,220.00",,,744,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 4,784.0)   4,784.0",,,,,,,,,,,,,,,Count of cuts   (1 x 4)   4,,,,,,,,,,
