Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6630,,,,,,,,,,0,,,,0,,,906,,,573,,,
2,,4889,,,,,,,,,,0,,,,573,,,886,,,573,,,
3,,5708,,,,,,,,,,0,,,,"1,146.00",,,882,,,58,,,
4,,5950,,,,,,,,,,906,,,,0,,,916,,,555,,,
5,,7343,,,,,,,,,,906,,,,555,,,902,,,327,,,
6,,6126,,,,,,,,,,906,,,,882,,,902,,,327,,,
7,,5460,,,,,,,,,,"1,822.00",,,,0,,,555,,,907,,,*
8,,6265,,,,,,,,,,"1,822.00",,,,907,,,507.5,,,304,,,
9,,6249,,,,,,,,,,"2,377.00",,,,0,,,58,,,882,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,906,,,,0,,906,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,906,,,|,,
2,,0,,,,573,,906,,,573,,,906,,,"1,220.00",,,573,,,---,,
3,,0,,,,"1,146.00",,906,,,"1,146.00",,,906,,,647,,,573,,,---,,
4,,886,,,,573,,886,,,"1,146.00",,,906,,,573,,,886,,,|,,
5,,0,,,,"1,204.00",,906,,,"1,204.00",,,906,,,74,,,58,,,---,,
6,,882,,,,"1,146.00",,882,,,"1,204.00",,,906,,,58,,,882,,,|,,
7,,"1,822.00",,,,0,,"1,822.00",,,"1,220.00",,,"1,534.00",,,"1,220.00",,,916,,,|,,
8,,906,,,,555,,"1,822.00",,,555,,,916,,,"1,220.00",,,555,,,---,,
9,,906,,,,882,,"1,822.00",,,882,,,916,,,665,,,327,,,---,,
10,,"1,808.00",,,,555,,"1,808.00",,,882,,,916,,,327,,,902,,,|,,
11,,906,,,,"1,209.00",,"1,822.00",,,"1,209.00",,,916,,,338,,,327,,,---,,
12,,"1,808.00",,,,882,,"1,808.00",,,"1,209.00",,,916,,,327,,,902,,,|,,
13,,"2,377.00",,,,0,,"2,377.00",,,"1,220.00",,,618,,,"1,220.00",,,555,,,|,,
14,,"1,822.00",,,,907,,"2,377.00",,,907,,,555,,,"1,220.00",,,907,,,---,,
15,"1,822.00","1,211.00","2,377.00","1,211.00",555,313,304,---,,,,,,,,,,,,,,,,,
16,"2,329.50",907,"2,329.50","1,211.00",555,304,507.5,|,,,,,,,,,,,,,,,,,
17,"2,435.00",0,"2,435.00","1,220.00",63,"1,220.00",58,|,,,,,,,,,,,,,,,,,
18,"2,377.00",882,"2,435.00",882,58,"1,220.00",882,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,103.0)   13,103.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3891,,,,,,,,,,0,,,,0,,,"2,324.00",,,405,,,
2,,6466,,,,,,,,,,0,,,,405,,,656,,,219,,,
3,,6215,,,,,,,,,,656,,,,405,,,761,,,211.5,,,
4,,6618,,,,,,,,,,"1,417.00",,,,405,,,980,,,211.5,,,
5,,3591,,,,,,,,,,0,,,,624,,,"1,763.00",,,536,,,
6,,6691,,,,,,,,,,"1,763.00",,,,624,,,360,,,536,,,
7,,7361,,,,,,,,,,"2,123.00",,,,624,,,304,,,507.5,,,*
8,,6428,,,,,,,,,,0,,,,"1,160.00",,,"1,602.00",,,58,,,
9,,4098,,,,,,,,,,"1,602.00",,,,"1,160.00",,,796,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,405,,"2,440.00",,,405,,,"2,440.00",,,"1,220.00",,,405,,,---,,
2,,"2,324.00",,,,0,,"2,324.00",,,405,,,"2,440.00",,,405,,,"2,324.00",,,|,,
3,,0,,,,624,,"2,440.00",,,624,,,"2,440.00",,,815,,,219,,,---,,
4,,656,,,,405,,656,,,624,,,"2,440.00",,,219,,,656,,,|,,
5,,"1,417.00",,,,405,,"1,417.00",,,624,,,"1,784.00",,,219,,,761,,,|,,
6,,656,,,,616.5,,"1,417.00",,,616.5,,,761,,,219,,,211.5,,,---,,
7,,"2,397.00",,,,405,,"2,397.00",,,624,,,"1,023.00",,,219,,,980,,,|,,
8,,"1,417.00",,,,616.5,,"2,397.00",,,616.5,,,980,,,219,,,211.5,,,---,,
9,,0,,,,"1,160.00",,"2,440.00",,,"1,160.00",,,"2,440.00",,,596,,,536,,,---,,
10,,"1,763.00",,,,624,,"1,763.00",,,"1,160.00",,,"2,440.00",,,536,,,"1,763.00",,,|,,
11,,"2,123.00",,,,624,,"2,123.00",,,"1,160.00",,,677,,,536,,,360,,,|,,
12,,"2,427.00",,,,624,,"2,427.00",,,"1,160.00",,,317,,,536,,,304,,,|,,
13,,"2,123.00",,,,"1,131.50",,"2,427.00",,,"1,131.50",,,304,,,536,,,507.5,,,---,,
14,,0,,,,"1,218.00",,"2,440.00",,,"1,218.00",,,"2,440.00",,,60,,,58,,,---,,
15,"1,602.00","1,160.00","1,602.00","1,218.00","2,440.00",58,"1,602.00",|,,,,,,,,,,,,,,,,,
16,"2,398.00","1,160.00","2,398.00","1,218.00",838,58,796,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,591.0)   14,591.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,3973,,,,,,,,,,0,,,,0,,,"2,214.00",,,463,,,
2,,6043,,,,,,,,,,"2,214.00",,,,0,,,195,,,425,,,*
3,,4203,,,,,,,,,,0,,,,463,,,445,,,181,,,
4,,5158,,,,,,,,,,445,,,,463,,,980,,,170.5,,,
5,,7352,,,,,,,,,,"1,425.00",,,,463,,,974,,,58,,,
6,,7164,,,,,,,,,,"1,425.00",,,,521,,,974,,,58,,,
7,,5418,,,,,,,,,,"1,425.00",,,,579,,,974,,,58,,,
8,,4719,,,,,,,,,,0,,,,644,,,"1,998.00",,,558,,,
9,,6482,,,,,,,,,,"1,998.00",,,,644,,,439,,,555,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,463,,"2,440.00",,,463,,,"2,440.00",,,"1,220.00",,,463,,,---,,
2,,"2,214.00",,,,0,,"2,214.00",,,463,,,"2,440.00",,,463,,,"2,214.00",,,|,,
3,,"2,409.00",,,,0,,"2,409.00",,,463,,,226,,,463,,,195,,,|,,
4,,"2,214.00",,,,425,,"2,409.00",,,425,,,195,,,463,,,425,,,---,,
5,,0,,,,644,,"2,440.00",,,644,,,"2,440.00",,,757,,,181,,,---,,
6,,445,,,,463,,445,,,644,,,"2,440.00",,,181,,,445,,,|,,
7,,"1,425.00",,,,463,,"1,425.00",,,644,,,"1,995.00",,,181,,,980,,,|,,
8,,445,,,,633.5,,"1,425.00",,,633.5,,,980,,,181,,,170.5,,,---,,
9,,"2,399.00",,,,463,,"2,399.00",,,644,,,"1,015.00",,,181,,,974,,,|,,
10,,"1,425.00",,,,521,,"2,399.00",,,521,,,974,,,181,,,58,,,---,,
11,,"1,425.00",,,,579,,"2,399.00",,,579,,,974,,,123,,,58,,,---,,
12,,"1,425.00",,,,637,,"2,399.00",,,637,,,974,,,65,,,58,,,---,,
13,,0,,,,"1,202.00",,"2,440.00",,,"1,202.00",,,"2,440.00",,,576,,,558,,,---,,
14,,"1,998.00",,,,644,,"1,998.00",,,"1,202.00",,,"2,440.00",,,558,,,"1,998.00",,,|,,
15,"2,437.00",644,"2,437.00","1,202.00",442,558,439,|,,,,,,,,,,,,,,,,,
16,"1,998.00","1,199.00","2,437.00","1,199.00",439,558,555,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,441.0)   14,441.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,6041,,,,,,,,,,0,,,,0,,,573,,,886,,,*
2,,3978,,,,,,,,,,0,,,,886,,,564.5,,,323,,,
3,,5951,,,,,,,,,,573,,,,0,,,558,,,478,,,*
4,,5470,,,,,,,,,,573,,,,478,,,557,,,741,,,*
5,,4205,,,,,,,,,,"1,131.00",,,,0,,,323.5,,,871,,,*
6,,5513,,,,,,,,,,"1,131.00",,,,871,,,303,,,299,,,*
7,,6991,,,,,,,,,,"1,454.50",,,,0,,,568,,,578,,,
8,,3703,,,,,,,,,,"1,454.50",,,,578,,,568,,,578,,,
9,,7076,,,,,,,,,,"2,022.50",,,,0,,,408,,,751,,,*
10,,6778,,,,,,,,,,"2,022.50",,,,751,,,397,,,445,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,573,,,,0,,573,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,573,,,|,,
2,,0,,,,886,,573,,,886,,,573,,,"1,220.00",,,886,,,---,,
3,,0,,,,"1,209.00",,573,,,"1,209.00",,,573,,,334,,,323,,,---,,
4,,564.5,,,,886,,564.5,,,"1,209.00",,,573,,,323,,,564.5,,,|,,
5,,"1,131.00",,,,0,,"1,131.00",,,"1,220.00",,,"1,867.00",,,"1,220.00",,,558,,,|,,
6,,573,,,,478,,"1,131.00",,,478,,,558,,,"1,220.00",,,478,,,---,,
7,,573,,,,"1,219.00",,"1,131.00",,,"1,219.00",,,558,,,742,,,741,,,---,,
8,,"1,130.00",,,,478,,"1,130.00",,,"1,219.00",,,558,,,741,,,557,,,|,,
9,,"1,454.50",,,,0,,"1,454.50",,,"1,220.00",,,"1,309.00",,,"1,220.00",,,323.5,,,|,,
10,,"1,131.00",,,,871,,"1,454.50",,,871,,,323.5,,,"1,220.00",,,871,,,---,,
11,,"1,131.00",,,,"1,170.00",,"1,454.50",,,"1,170.00",,,323.5,,,349,,,299,,,---,,
12,,"1,434.00",,,,871,,"1,434.00",,,"1,170.00",,,323.5,,,299,,,303,,,|,,
13,,"2,022.50",,,,0,,"2,022.50",,,"1,220.00",,,985.5,,,"1,220.00",,,568,,,|,,
14,,"1,454.50",,,,578,,"2,022.50",,,578,,,568,,,"1,220.00",,,578,,,---,,
15,,"1,454.50",,,,"1,156.00",,"2,022.50",,,"1,156.00",,,568,,,642,,,578,,,---,,
16,,"2,430.50",,,,0,,"2,430.50",,,"1,220.00",,,417.5,,,"1,220.00",,,408,,,|,,
17,,"2,022.50",,,,751,,"2,430.50",,,751,,,408,,,"1,220.00",,,751,,,---,,
18,,"2,022.50",,,,"1,196.00",,"2,430.50",,,"1,196.00",,,408,,,469,,,445,,,---,,
19,,"2,419.50",,,,751,,"2,419.50",,,"1,196.00",,,408,,,445,,,397,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 12,769.0)   12,769.0",,,,,,,,,,,,,,,Count of cuts   (1 x 19)   19,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
13 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5916,,,,,,,,,,0,,,,0,,,"2,114.00",,,413.5,,,
2,,5701,,,,,,,,,,0,,,,413.5,,,"2,114.00",,,413.5,,,
3,,7056,,,,,,,,,,0,,,,827,,,"2,056.00",,,380,,,
4,,7048,,,,,,,,,,"2,114.00",,,,0,,,304,,,578,,,*
5,,5773,,,,,,,,,,"2,114.00",,,,578,,,288,,,611,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,114.00",,,,0,,"2,114.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,114.00",,,|,,
2,,0,,,,413.5,,"2,114.00",,,413.5,,,"2,114.00",,,"1,220.00",,,413.5,,,---,,
3,,0,,,,827,,"2,114.00",,,827,,,"2,114.00",,,806.5,,,413.5,,,---,,
4,,0,,,,"1,207.00",,"2,114.00",,,"1,207.00",,,"2,114.00",,,393,,,380,,,---,,
5,,"2,056.00",,,,827,,"2,056.00",,,"1,207.00",,,"2,114.00",,,380,,,"2,056.00",,,|,,
6,,"2,418.00",,,,0,,"2,418.00",,,"1,220.00",,,326,,,"1,220.00",,,304,,,|,,
7,,"2,114.00",,,,578,,"2,418.00",,,578,,,304,,,"1,220.00",,,578,,,---,,
8,,"2,114.00",,,,"1,189.00",,"2,418.00",,,"1,189.00",,,304,,,642,,,611,,,---,,
9,,"2,402.00",,,,578,,"2,402.00",,,"1,189.00",,,304,,,611,,,288,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,381.0)   10,381.0",,,,,,,,,,,,,,,Count of cuts   (1 x 9)   9,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
14 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4235,,,,,,,,,,0,,,,0,,,536,,,791,,,*
2,,4691,,,,,,,,,,0,,,,791,,,536,,,386,,,*
3,,5125,,,,,,,,,,536,,,,0,,,413.5,,,564.5,,,*
4,,4973,,,,,,,,,,536,,,,564.5,,,380,,,625,,,*
5,,6394,,,,,,,,,,949.5,,,,0,,,808,,,577,,,
6,,4041,,,,,,,,,,949.5,,,,577,,,808,,,577,,,
7,,6152,,,,,,,,,,949.5,,,,"1,154.00",,,808,,,58,,,
8,,4783,,,,,,,,,,"1,757.50",,,,0,,,562,,,741,,,*
9,,7204,,,,,,,,,,"1,757.50",,,,741,,,558,,,478,,,*
10,,5012,,,,,,,,,,"2,319.50",,,,0,,,58,,,974,,,*
11,,5737,,,,,,,,,,"2,377.50",,,,0,,,58,,,974,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,536,,,,0,,536,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,536,,,|,,
2,,0,,,,791,,536,,,791,,,536,,,"1,220.00",,,791,,,---,,
3,,0,,,,"1,177.00",,536,,,"1,177.00",,,536,,,429,,,386,,,---,,
4,,949.5,,,,0,,949.5,,,"1,220.00",,,"1,904.00",,,"1,220.00",,,413.5,,,|,,
5,,536,,,,564.5,,949.5,,,564.5,,,413.5,,,"1,220.00",,,564.5,,,---,,
6,,536,,,,"1,189.50",,949.5,,,"1,189.50",,,413.5,,,655.5,,,625,,,---,,
7,,916,,,,564.5,,916,,,"1,189.50",,,413.5,,,625,,,380,,,|,,
8,,"1,757.50",,,,0,,"1,757.50",,,"1,220.00",,,"1,490.50",,,"1,220.00",,,808,,,|,,
9,,949.5,,,,577,,"1,757.50",,,577,,,808,,,"1,220.00",,,577,,,---,,
10,,949.5,,,,"1,154.00",,"1,757.50",,,"1,154.00",,,808,,,643,,,577,,,---,,
11,,949.5,,,,"1,212.00",,"1,757.50",,,"1,212.00",,,808,,,66,,,58,,,---,,
12,,"2,319.50",,,,0,,"2,319.50",,,"1,220.00",,,682.5,,,"1,220.00",,,562,,,|,,
13,"1,757.50",741,"2,319.50",741,562,"1,220.00",741,---,,,,,,,,,,,,,,,,,
14,"1,757.50","1,219.00","2,319.50","1,219.00",562,479,478,---,,,,,,,,,,,,,,,,,
15,"2,315.50",741,"2,315.50","1,219.00",562,478,558,|,,,,,,,,,,,,,,,,,
16,"2,377.50",0,"2,377.50","1,220.00",120.5,"1,220.00",58,|,,,,,,,,,,,,,,,,,
17,"2,319.50",974,"2,377.50",974,58,"1,220.00",974,---,,,,,,,,,,,,,,,,,
18,"2,435.50",0,"2,435.50","1,220.00",62.5,"1,220.00",58,|,,,,,,,,,,,,,,,,,
19,"2,377.50",974,"2,435.50",974,58,"1,220.00",974,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,986.0)   13,986.0",,,,,,Count of cuts   (1 x 19)   19,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
15 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,4999,,,,,,,,,,0,,,,0,,,"2,214.00",,,463,,,
2,,4848,,,,,,,,,,"2,214.00",,,,0,,,181,,,445,,,*
3,,7153,,,,,,,,,,0,,,,463,,,"2,114.00",,,413.5,,,
4,,6400,,,,,,,,,,"2,114.00",,,,463,,,302.5,,,359,,,*
5,,7042,,,,,,,,,,0,,,,876.5,,,872,,,343,,,
6,,5425,,,,,,,,,,872,,,,876.5,,,"1,037.00",,,323,,,
7,,4706,,,,,,,,,,"1,909.00",,,,876.5,,,507.5,,,304,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,463,,"2,440.00",,,463,,,"2,440.00",,,"1,220.00",,,463,,,---,,
2,,"2,214.00",,,,0,,"2,214.00",,,463,,,"2,440.00",,,463,,,"2,214.00",,,|,,
3,,"2,395.00",,,,0,,"2,395.00",,,463,,,226,,,463,,,181,,,|,,
4,,"2,214.00",,,,445,,"2,395.00",,,445,,,181,,,463,,,445,,,---,,
5,,0,,,,876.5,,"2,440.00",,,876.5,,,"2,440.00",,,757,,,413.5,,,---,,
6,,"2,114.00",,,,463,,"2,114.00",,,876.5,,,"2,440.00",,,413.5,,,"2,114.00",,,|,,
7,,"2,416.50",,,,463,,"2,416.50",,,876.5,,,326,,,413.5,,,302.5,,,|,,
8,,"2,114.00",,,,822,,"2,416.50",,,822,,,302.5,,,413.5,,,359,,,---,,
9,,872,,,,876.5,,872,,,"1,220.00",,,"2,440.00",,,343.5,,,872,,,|,,
10,,0,,,,"1,219.50",,872,,,"1,219.50",,,872,,,343.5,,,343,,,---,,
11,,"1,909.00",,,,876.5,,"1,909.00",,,"1,220.00",,,"1,568.00",,,343.5,,,"1,037.00",,,|,,
12,,872,,,,"1,199.50",,"1,909.00",,,"1,199.50",,,"1,037.00",,,343.5,,,323,,,---,,
13,,"2,416.50",,,,876.5,,"2,416.50",,,"1,220.00",,,531,,,343.5,,,507.5,,,|,,
14,,"1,909.00",,,,"1,180.50",,"2,416.50",,,"1,180.50",,,507.5,,,343.5,,,304,,,---,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 10,563.5)   10,563.5",,,,,,,,,,,,,,,Count of cuts   (1 x 14)   14,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
16 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,5442,,,,,,,,,,0,,,,0,,,562,,,304.5,,,*
2,,5105,,,,,,,,,,562,,,,0,,,"1,127.00",,,302.5,,,
3,,5659,,,,,,,,,,"1,689.00",,,,0,,,746,,,302.5,,,
4,,3859,,,,,,,,,,0,,,,304.5,,,536,,,439,,,*
5,,3938,,,,,,,,,,536,,,,304.5,,,556,,,430,,,*
6,,4441,,,,,,,,,,"1,092.00",,,,304.5,,,752,,,427,,,
7,,3656,,,,,,,,,,"1,844.00",,,,304.5,,,564.5,,,414,,,
8,,5839,,,,,,,,,,0,,,,743.5,,,"2,214.00",,,463,,,
9,,5172,,,,,,,,,,"2,214.00",,,,743.5,,,181,,,445,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,304.5,,"2,440.00",,,304.5,,,"2,440.00",,,"1,220.00",,,304.5,,,---,,
2,,562,,,,0,,562,,,304.5,,,"2,440.00",,,304.5,,,562,,,|,,
3,,"1,689.00",,,,0,,"1,689.00",,,304.5,,,"1,878.00",,,304.5,,,"1,127.00",,,|,,
4,,562,,,,302.5,,"1,689.00",,,302.5,,,"1,127.00",,,304.5,,,302.5,,,---,,
5,,"2,435.00",,,,0,,"2,435.00",,,304.5,,,751,,,304.5,,,746,,,|,,
6,,"1,689.00",,,,302.5,,"2,435.00",,,302.5,,,746,,,304.5,,,302.5,,,---,,
7,,0,,,,743.5,,"2,440.00",,,743.5,,,"2,440.00",,,915.5,,,439,,,---,,
8,,536,,,,304.5,,536,,,743.5,,,"2,440.00",,,439,,,536,,,|,,
9,,"1,092.00",,,,304.5,,"1,092.00",,,743.5,,,"1,904.00",,,439,,,556,,,|,,
10,,536,,,,734.5,,"1,092.00",,,734.5,,,556,,,439,,,430,,,---,,
11,,"1,844.00",,,,304.5,,"1,844.00",,,743.5,,,"1,348.00",,,439,,,752,,,|,,
12,,"1,092.00",,,,731.5,,"1,844.00",,,731.5,,,752,,,439,,,427,,,---,,
13,,"2,408.50",,,,304.5,,"2,408.50",,,743.5,,,596,,,439,,,564.5,,,|,,
14,,"1,844.00",,,,718.5,,"2,408.50",,,718.5,,,564.5,,,439,,,414,,,---,,
15,0,"1,206.50","2,440.00","1,206.50","2,440.00",476.5,463,---,,,,,,,,,,,,,,,,,
16,"2,214.00",743.5,"2,214.00","1,206.50","2,440.00",463,"2,214.00",|,,,,,,,,,,,,,,,,,
17,"2,395.00",743.5,"2,395.00","1,206.50",226,463,181,|,,,,,,,,,,,,,,,,,
18,"2,214.00","1,188.50","2,395.00","1,188.50",181,463,445,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,842.0)   14,842.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
17 of 50,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,7601,,,,,,,,,,0,,,,0,,,"2,360.00",,,578,,,
2,,6826,,,,,,,,,,"2,360.00",,,,0,,,48,,,445,,,*
3,,5258,,,,,,,,,,0,,,,578,,,"2,278.00",,,558,,,
4,,4468,,,,,,,,,,"2,278.00",,,,578,,,161,,,410,,,*
5,,4996,,,,,,,,,,"2,278.00",,,,988,,,161,,,48,,,
6,,5245,,,,,,,,,,0,,,,"1,136.00",,,796,,,58,,,
7,,5210,,,,,,,,,,796,,,,"1,136.00",,,660,,,58,,,
8,,6511,,,,,,,,,,"1,456.00",,,,"1,136.00",,,983,,,58,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,578,,"2,440.00",,,578,,,"2,440.00",,,"1,220.00",,,578,,,---,,
2,,"2,360.00",,,,0,,"2,360.00",,,578,,,"2,440.00",,,578,,,"2,360.00",,,|,,
3,,"2,408.00",,,,0,,"2,408.00",,,578,,,80,,,578,,,48,,,|,,
4,,"2,360.00",,,,445,,"2,408.00",,,445,,,48,,,578,,,445,,,---,,
5,,0,,,,"1,136.00",,"2,440.00",,,"1,136.00",,,"2,440.00",,,642,,,558,,,---,,
6,,"2,278.00",,,,578,,"2,278.00",,,"1,136.00",,,"2,440.00",,,558,,,"2,278.00",,,|,,
7,,"2,439.00",,,,578,,"2,439.00",,,"1,136.00",,,162,,,558,,,161,,,|,,
8,,"2,278.00",,,,988,,"2,439.00",,,988,,,161,,,558,,,410,,,---,,
