7,,7939,,,,,,,,,,0,,,,941,,,"2,138.50",,,277,,,
8,,10864,,,,,,,,,,"2,138.50",,,,941,,,230,,,263.9,,,
9,,8027,,,,,,,,,,"2,368.50",,,,941,,,48,,,219,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,883,,"2,440.00",,,883,,,"2,440.00",,,"1,220.00",,,883,,,---,,
2,,"1,638.00",,,,0,,"1,638.00",,,883,,,"2,440.00",,,883,,,"1,638.00",,,|,,
3,,"1,896.00",,,,0,,"1,896.00",,,883,,,802,,,883,,,258,,,|,,
4,,"1,638.00",,,,878,,"1,896.00",,,878,,,258,,,883,,,878,,,---,,
5,,"2,381.00",,,,0,,"2,381.00",,,883,,,544,,,883,,,485,,,|,,
6,,"1,896.00",,,,829,,"2,381.00",,,829,,,485,,,883,,,829,,,---,,
7,,"2,439.00",,,,0,,"2,439.00",,,883,,,59,,,883,,,58,,,|,,
8,,"2,381.00",,,,763,,"2,439.00",,,763,,,58,,,883,,,763,,,---,,
9,,0,,,,941,,"2,440.00",,,941,,,"2,440.00",,,337,,,58,,,---,,
10,,"2,212.00",,,,883,,"2,212.00",,,941,,,"2,440.00",,,58,,,"2,212.00",,,|,,
11,,"2,433.00",,,,883,,"2,433.00",,,941,,,228,,,58,,,221,,,|,,
12,,"2,212.00",,,,931,,"2,433.00",,,931,,,221,,,58,,,48,,,---,,
13,,0,,,,"1,218.00",,"2,440.00",,,"1,218.00",,,"2,440.00",,,279,,,277,,,---,,
14,,"2,138.50",,,,941,,"2,138.50",,,"1,218.00",,,"2,440.00",,,277,,,"2,138.50",,,|,,
15,"2,368.50",941,"2,368.50","1,218.00",301.5,277,230,|,,,,,,,,,,,,,,,,,
16,"2,138.50","1,204.90","2,368.50","1,204.90",230,277,263.9,---,,,,,,,,,,,,,,,,,
17,"2,416.50",941,"2,416.50","1,218.00",71.5,277,48,|,,,,,,,,,,,,,,,,,
18,"2,368.50","1,160.00","2,416.50","1,160.00",48,277,219,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 13,099.0)   13,099.0",,,,,,Count of cuts   (1 x 18)   18,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
9 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12106,,,,,,,,,,0,,,,0,,,"1,692.00",,,322,,,
2,,12066,,,,,,,,,,"1,692.00",,,,0,,,720,,,303,,,
3,,11372,,,,,,,,,,0,,,,322,,,421,,,305,,,
4,,12463,,,,,,,,,,421,,,,322,,,348,,,305,,,
5,,9707,,,,,,,,,,769,,,,322,,,422,,,305,,,
6,,8160,,,,,,,,,,"1,191.00",,,,322,,,869,,,305,,,
7,,9158,,,,,,,,,,"2,060.00",,,,322,,,380,,,305,,,
8,,8293,,,,,,,,,,0,,,,627,,,"2,051.00",,,324,,,
9,,8311,,,,,,,,,,"2,051.00",,,,627,,,380,,,324,,,
10,,12579,,,,,,,,,,0,,,,951,,,749,,,263.9,,,
11,,8445,,,,,,,,,,749,,,,951,,,749,,,263.9,,,
12,,11153,,,,,,,,,,"1,498.00",,,,951,,,878,,,258,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,322,,"2,440.00",,,322,,,"2,440.00",,,"1,220.00",,,322,,,---,,
2,,"1,692.00",,,,0,,"1,692.00",,,322,,,"2,440.00",,,322,,,"1,692.00",,,|,,
3,,"2,412.00",,,,0,,"2,412.00",,,322,,,748,,,322,,,720,,,|,,
4,,"1,692.00",,,,303,,"2,412.00",,,303,,,720,,,322,,,303,,,---,,
5,,0,,,,627,,"2,440.00",,,627,,,"2,440.00",,,898,,,305,,,---,,
6,,421,,,,322,,421,,,627,,,"2,440.00",,,305,,,421,,,|,,
7,,769,,,,322,,769,,,627,,,"2,019.00",,,305,,,348,,,|,,
8,,"1,191.00",,,,322,,"1,191.00",,,627,,,"1,671.00",,,305,,,422,,,|,,
9,,"2,060.00",,,,322,,"2,060.00",,,627,,,"1,249.00",,,305,,,869,,,|,,
10,,0,,,,951,,"2,440.00",,,951,,,"2,440.00",,,593,,,324,,,---,,
11,,"2,051.00",,,,627,,"2,051.00",,,951,,,"2,440.00",,,324,,,"2,051.00",,,|,,
12,"2,431.00",627,"2,431.00",951,389,324,380,|,,,,,,,,,,,,,,,,,
13,0,"1,214.90","2,440.00","1,214.90","2,440.00",269,263.9,---,,,,,,,,,,,,,,,,,
14,749,951,749,"1,214.90","2,440.00",263.9,749,|,,,,,,,,,,,,,,,,,
15,"1,498.00",951,"1,498.00","1,214.90","1,691.00",263.9,749,|,,,,,,,,,,,,,,,,,
16,"2,376.00",951,"2,376.00","1,214.90",942,263.9,878,|,,,,,,,,,,,,,,,,,
17,"1,498.00","1,209.00","2,376.00","1,209.00",878,263.9,258,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,661.7)   14,661.7",,,,,,Count of cuts   (1 x 17)   17,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
10 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9319,,,,,,,,,,0,,,,0,,,"2,051.00",,,324,,,
2,,9500,,,,,,,,,,"2,051.00",,,,0,,,380,,,324,,,
3,,11039,,,,,,,,,,0,,,,324,,,"2,051.00",,,324,,,
4,,9771,,,,,,,,,,"2,051.00",,,,324,,,380,,,324,,,
5,,8804,,,,,,,,,,0,,,,648,,,678,,,218,,,
6,,8003,,,,,,,,,,678,,,,648,,,862,,,217,,,
7,,10940,,,,,,,,,,"1,540.00",,,,648,,,862,,,217,,,
8,,10412,,,,,,,,,,0,,,,866,,,421,,,305,,,
9,,8413,,,,,,,,,,421,,,,866,,,421,,,305,,,
10,,7892,,,,,,,,,,842,,,,866,,,869,,,305,,,
11,,10268,,,,,,,,,,"1,711.00",,,,866,,,720,,,300.1,,,
12,,12380,,,,,,,,,,0,,,,"1,171.00",,,"2,148.00",,,38,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,324,,"2,440.00",,,324,,,"2,440.00",,,"1,220.00",,,324,,,---,,
2,,"2,051.00",,,,0,,"2,051.00",,,324,,,"2,440.00",,,324,,,"2,051.00",,,|,,
3,,"2,431.00",,,,0,,"2,431.00",,,324,,,389,,,324,,,380,,,|,,
4,,0,,,,648,,"2,440.00",,,648,,,"2,440.00",,,896,,,324,,,---,,
5,,"2,051.00",,,,324,,"2,051.00",,,648,,,"2,440.00",,,324,,,"2,051.00",,,|,,
6,,"2,431.00",,,,324,,"2,431.00",,,648,,,389,,,324,,,380,,,|,,
7,,0,,,,866,,"2,440.00",,,866,,,"2,440.00",,,572,,,218,,,---,,
8,,678,,,,648,,678,,,866,,,"2,440.00",,,218,,,678,,,|,,
9,,"1,540.00",,,,648,,"1,540.00",,,866,,,"1,762.00",,,218,,,862,,,|,,
10,,678,,,,865,,"1,540.00",,,865,,,862,,,218,,,217,,,---,,
11,,"2,402.00",,,,648,,"2,402.00",,,866,,,900,,,218,,,862,,,|,,
12,"1,540.00",865,"2,402.00",865,862,218,217,---,,,,,,,,,,,,,,,,,
13,0,"1,171.00","2,440.00","1,171.00","2,440.00",354,305,---,,,,,,,,,,,,,,,,,
14,421,866,421,"1,171.00","2,440.00",305,421,|,,,,,,,,,,,,,,,,,
15,842,866,842,"1,171.00","2,019.00",305,421,|,,,,,,,,,,,,,,,,,
16,"1,711.00",866,"1,711.00","1,171.00","1,598.00",305,869,|,,,,,,,,,,,,,,,,,
17,"2,431.00",866,"2,431.00","1,171.00",729,305,720,|,,,,,,,,,,,,,,,,,
18,"1,711.00","1,166.10","2,431.00","1,166.10",720,305,300.1,---,,,,,,,,,,,,,,,,,
19,0,"1,209.00","2,440.00","1,209.00","2,440.00",49,38,---,,,,,,,,,,,,,,,,,
20,"2,148.00","1,171.00","2,148.00","1,209.00","2,440.00",38,"2,148.00",|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,852.0)   17,852.0",,,,,,Count of cuts   (1 x 20)   20,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
11 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,9490,,,,,,,,,,0,,,,0,,,"2,068.00",,,558,,,
2,,10022,,,,,,,,,,"2,068.00",,,,0,,,367,,,536,,,
3,,11924,,,,,,,,,,0,,,,558,,,422,,,305,,,
4,,9590,,,,,,,,,,422,,,,558,,,"1,294.00",,,304,,,
5,,11874,,,,,,,,,,"1,716.00",,,,558,,,720,,,300.1,,,
6,,10520,,,,,,,,,,0,,,,863,,,901.5,,,287,,,
7,,10730,,,,,,,,,,901.5,,,,863,,,857,,,285,,,
8,,10571,,,,,,,,,,"1,758.50",,,,863,,,416,,,285,,,
9,,10703,,,,,,,,,,"2,174.50",,,,863,,,158,,,285,,,
10,,8058,,,,,,,,,,"2,332.50",,,,863,,,48,,,219,,,*
11,,7858,,,,,,,,,,"2,380.50",,,,863,,,48,,,219,,,*
12,,11127,,,,,,,,,,0,,,,"1,150.00",,,"1,734.00",,,58,,,
13,,11502,,,,,,,,,,"1,734.00",,,,"1,150.00",,,480,,,58,,,
14,,9504,,,,,,,,,,"2,214.00",,,,"1,150.00",,,219,,,48,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,558,,"2,440.00",,,558,,,"2,440.00",,,"1,220.00",,,558,,,---,,
2,,"2,068.00",,,,0,,"2,068.00",,,558,,,"2,440.00",,,558,,,"2,068.00",,,|,,
3,,"2,435.00",,,,0,,"2,435.00",,,558,,,372,,,558,,,367,,,|,,
4,,"2,068.00",,,,536,,"2,435.00",,,536,,,367,,,558,,,536,,,---,,
5,,0,,,,863,,"2,440.00",,,863,,,"2,440.00",,,662,,,305,,,---,,
6,,422,,,,558,,422,,,863,,,"2,440.00",,,305,,,422,,,|,,
7,,"1,716.00",,,,558,,"1,716.00",,,863,,,"2,018.00",,,305,,,"1,294.00",,,|,,
8,,422,,,,862,,"1,716.00",,,862,,,"1,294.00",,,305,,,304,,,---,,
9,,"2,436.00",,,,558,,"2,436.00",,,863,,,724,,,305,,,720,,,|,,
10,"1,716.00",858.1,"2,436.00",858.1,720,305,300.1,---,,,,,,,,,,,,,,,,,
11,0,"1,150.00","2,440.00","1,150.00","2,440.00",357,287,---,,,,,,,,,,,,,,,,,
12,901.5,863,901.5,"1,150.00","2,440.00",287,901.5,|,,,,,,,,,,,,,,,,,
13,"1,758.50",863,"1,758.50","1,150.00","1,538.50",287,857,|,,,,,,,,,,,,,,,,,
14,901.5,"1,148.00","1,758.50","1,148.00",857,287,285,---,,,,,,,,,,,,,,,,,
15,"2,174.50",863,"2,174.50","1,150.00",681.5,287,416,|,,,,,,,,,,,,,,,,,
16,"1,758.50","1,148.00","2,174.50","1,148.00",416,287,285,---,,,,,,,,,,,,,,,,,
17,"2,332.50",863,"2,332.50","1,150.00",265.5,287,158,|,,,,,,,,,,,,,,,,,
18,"2,174.50","1,148.00","2,332.50","1,148.00",158,287,285,---,,,,,,,,,,,,,,,,,
19,"2,380.50",863,"2,380.50","1,150.00",107.5,287,48,|,,,,,,,,,,,,,,,,,
20,"2,332.50","1,082.00","2,380.50","1,082.00",48,287,219,---,,,,,,,,,,,,,,,,,
21,"2,428.50",863,"2,428.50","1,150.00",59.5,287,48,|,,,,,,,,,,,,,,,,,
22,"2,380.50","1,082.00","2,428.50","1,082.00",48,287,219,---,,,,,,,,,,,,,,,,,
23,0,"1,208.00","2,440.00","1,208.00","2,440.00",70,58,---,,,,,,,,,,,,,,,,,
24,"1,734.00","1,150.00","1,734.00","1,208.00","2,440.00",58,"1,734.00",|,,,,,,,,,,,,,,,,,
25,"2,214.00","1,150.00","2,214.00","1,208.00",706,58,480,|,,,,,,,,,,,,,,,,,
26,"2,433.00","1,150.00","2,433.00","1,208.00",226,58,219,|,,,,,,,,,,,,,,,,,
27,"2,214.00","1,198.00","2,433.00","1,198.00",219,58,48,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 17,814.0)   17,814.0",,,,,,Count of cuts   (1 x 27)   27,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
12 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,11664,,,,,,,,,,0,,,,0,,,304,,,420,,,*
2,,12561,,,,,,,,,,0,,,,420,,,270,,,300.1,,,
3,,11725,,,,,,,,,,0,,,,720.1,,,268,,,351.5,,,*
4,,9423,,,,,,,,,,0,,,,"1,071.60",,,258,,,142,,,*
5,,11532,,,,,,,,,,304,,,,0,,,"2,068.00",,,558,,,
6,,8606,,,,,,,,,,304,,,,558,,,"2,068.00",,,38,,,
7,,12251,,,,,,,,,,304,,,,596,,,"2,068.00",,,558,,,
8,,10930,,,,,,,,,,304,,,,"1,154.00",,,560,,,58,,,
9,,11199,,,,,,,,,,864,,,,"1,154.00",,,560,,,58,,,
10,,11836,,,,,,,,,,"1,424.00",,,,"1,154.00",,,947,,,58,,,
11,,11074,,,,,,,,,,"2,372.00",,,,0,,,58,,,367,,,*
12,,8257,,,,,,,,,,"2,372.00",,,,367,,,58,,,763,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,304,,,,0,,304,,,"1,220.00",,,"2,440.00",,,"1,220.00",,,304,,,|,,
2,,0,,,,420,,304,,,420,,,304,,,"1,220.00",,,420,,,---,,
3,,0,,,,720.1,,304,,,720.1,,,304,,,800,,,300.1,,,---,,
4,,270,,,,420,,270,,,720.1,,,304,,,300.1,,,270,,,|,,
5,,0,,,,"1,071.60",,304,,,"1,071.60",,,304,,,499.9,,,351.5,,,---,,
6,,268,,,,720.1,,268,,,"1,071.60",,,304,,,351.5,,,268,,,|,,
7,,0,,,,"1,213.60",,304,,,"1,213.60",,,304,,,148.4,,,142,,,---,,
8,,258,,,,"1,071.60",,258,,,"1,213.60",,,304,,,142,,,258,,,|,,
9,,"2,372.00",,,,0,,"2,372.00",,,"1,220.00",,,"2,136.00",,,"1,220.00",,,"2,068.00",,,|,,
10,,304,,,,558,,"2,372.00",,,558,,,"2,068.00",,,"1,220.00",,,558,,,---,,
11,,304,,,,596,,"2,372.00",,,596,,,"2,068.00",,,662,,,38,,,---,,
12,304,"1,154.00","2,372.00","1,154.00","2,068.00",624,558,---,,,,,,,,,,,,,,,,,
13,304,"1,212.00","2,372.00","1,212.00","2,068.00",66,58,---,,,,,,,,,,,,,,,,,
14,864,"1,154.00",864,"1,212.00","2,068.00",58,560,|,,,,,,,,,,,,,,,,,
15,"1,424.00","1,154.00","1,424.00","1,212.00","1,508.00",58,560,|,,,,,,,,,,,,,,,,,
16,"2,371.00","1,154.00","2,371.00","1,212.00",948,58,947,|,,,,,,,,,,,,,,,,,
17,"2,430.00",0,"2,430.00","1,220.00",68,"1,220.00",58,|,,,,,,,,,,,,,,,,,
18,"2,372.00",367,"2,430.00",367,58,"1,220.00",367,---,,,,,,,,,,,,,,,,,
19,"2,372.00","1,130.00","2,430.00","1,130.00",58,853,763,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,231.6)   14,231.6",,,,,,Count of cuts   (1 x 19)   19,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
13 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12008,,,,,,,,,,0,,,,0,,,"2,118.00",,,305,,,
2,,10475,,,,,,,,,,0,,,,305,,,"2,118.00",,,305,,,
3,,10612,,,,,,,,,,0,,,,610,,,"2,118.00",,,305,,,
4,,7902,,,,,,,,,,0,,,,915,,,"2,118.00",,,305,,,
5,,11383,,,,,,,,,,"2,118.00",,,,0,,,305,,,869,,,*
6,,12647,,,,,,,,,,"2,118.00",,,,869,,,178,,,343,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,118.00",,,,0,,"2,118.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,118.00",,,|,,
2,,0,,,,305,,"2,118.00",,,305,,,"2,118.00",,,"1,220.00",,,305,,,---,,
3,,0,,,,610,,"2,118.00",,,610,,,"2,118.00",,,915,,,305,,,---,,
4,,0,,,,915,,"2,118.00",,,915,,,"2,118.00",,,610,,,305,,,---,,
5,,"2,423.00",,,,0,,"2,423.00",,,"1,220.00",,,322,,,"1,220.00",,,305,,,|,,
6,,"2,118.00",,,,869,,"2,423.00",,,869,,,305,,,"1,220.00",,,869,,,---,,
7,,"2,118.00",,,,"1,212.00",,"2,423.00",,,"1,212.00",,,305,,,351,,,343,,,---,,
8,,"2,296.00",,,,869,,"2,296.00",,,"1,212.00",,,305,,,343,,,178,,,|,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 9,747.0)   9,747.0",,,,,,,,,,,,,,,Count of cuts   (1 x 8)   8,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
14 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,12284,,,,,,,,,,0,,,,0,,,"2,212.00",,,322,,,
2,,11389,,,,,,,,,,0,,,,322,,,557,,,763,,,*
3,,10043,,,,,,,,,,557,,,,322,,,557,,,763,,,*
4,,8072,,,,,,,,,,"1,114.00",,,,322,,,538,,,763,,,*
5,,11120,,,,,,,,,,"1,652.00",,,,322,,,557,,,763,,,*
6,,12349,,,,,,,,,,0,,,,"1,085.00",,,"1,294.00",,,58,,,
7,,10063,,,,,,,,,,"1,294.00",,,,"1,085.00",,,848,,,58,,,
8,,9686,,,,,,,,,,0,,,,"1,143.00",,,"2,087.00",,,58,,,
9,,10481,,,,,,,,,,"2,212.00",,,,0,,,221,,,427,,,*
10,,8057,,,,,,,,,,"2,212.00",,,,427,,,218,,,744,,,*
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,"2,212.00",,,,0,,"2,212.00",,,"1,220.00",,,"2,440.00",,,"1,220.00",,,"2,212.00",,,|,,
2,,0,,,,322,,"2,212.00",,,322,,,"2,212.00",,,"1,220.00",,,322,,,---,,
3,,0,,,,"1,085.00",,"2,212.00",,,"1,085.00",,,"2,212.00",,,898,,,763,,,---,,
4,,557,,,,322,,557,,,"1,085.00",,,"2,212.00",,,763,,,557,,,|,,
5,,"1,114.00",,,,322,,"1,114.00",,,"1,085.00",,,"1,655.00",,,763,,,557,,,|,,
6,,"1,652.00",,,,322,,"1,652.00",,,"1,085.00",,,"1,098.00",,,763,,,538,,,|,,
7,,"2,209.00",,,,322,,"2,209.00",,,"1,085.00",,,560,,,763,,,557,,,|,,
8,,0,,,,"1,143.00",,"2,212.00",,,"1,143.00",,,"2,212.00",,,135,,,58,,,---,,
9,,"1,294.00",,,,"1,085.00",,"1,294.00",,,"1,143.00",,,"2,212.00",,,58,,,"1,294.00",,,|,,
10,,"2,142.00",,,,"1,085.00",,"2,142.00",,,"1,143.00",,,918,,,58,,,848,,,|,,
11,,0,,,,"1,201.00",,"2,212.00",,,"1,201.00",,,"2,212.00",,,77,,,58,,,---,,
12,,"2,087.00",,,,"1,143.00",,"2,087.00",,,"1,201.00",,,"2,212.00",,,58,,,"2,087.00",,,|,,
13,,"2,212.00",,,,427,,"2,440.00",,,427,,,228,,,"1,220.00",,,427,,,---,,
14,"2,433.00",0,"2,433.00",427,228,427,221,|,,,,,,,,,,,,,,,,,
15,"2,212.00","1,171.00","2,440.00","1,171.00",228,793,744,---,,,,,,,,,,,,,,,,,
16,"2,430.00",427,"2,430.00","1,171.00",228,744,218,|,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 14,921.0)   14,921.0",,,,,,Count of cuts   (1 x 16)   16,,,,,,,,,,,,,,,,,,,
Layout,,,Stock #,,,,Description,,,,,,Remnants,,,,Length,,,Width,,,Repeat,,
15 of 28,,,1,,,,,,,,,,,,,,"2,440.00",,,"1,220.00",,,1x,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
#,,Part #,,,Description,,,,,Order #,,X-coord,,,,Y-coord,,,Length,,,Width,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,8836,,,,,,,,,,0,,,,0,,,"1,460.00",,,322,,,
2,,8444,,,,,,,,,,"1,460.00",,,,0,,,947,,,305,,,
3,,10669,,,,,,,,,,0,,,,322,,,422,,,305,,,
4,,9329,,,,,,,,,,422,,,,322,,,869,,,305,,,
5,,12164,,,,,,,,,,"1,291.00",,,,322,,,420,,,304,,,
6,,11068,,,,,,,,,,"1,711.00",,,,322,,,720,,,300.1,,,
7,,11839,,,,,,,,,,0,,,,627,,,421,,,305,,,
8,,11083,,,,,,,,,,421,,,,627,,,898,,,305,,,
9,,10070,,,,,,,,,,"1,319.00",,,,627,,,351.5,,,303,,,
10,,7721,,,,,,,,,,"1,670.50",,,,627,,,720,,,303,,,
11,,8416,,,,,,,,,,0,,,,932,,,430,,,288,,,
12,,8405,,,,,,,,,,430,,,,932,,,878,,,277,,,
13,,10628,,,,,,,,,,"1,308.00",,,,932,,,380,,,277,,,
14,,11635,,,,,,,,,,"1,688.00",,,,932,,,749,,,263.9,,,
Cuts - absolute coordinates,,,,,,,,,,,,,,Sub-stocks FIFO,,,,,,,,,,,
#,,X1,,,,Y1,,X2,,,Y2,,,Length,,,Width,,,Cut,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,0,,,,322,,"2,440.00",,,322,,,"2,440.00",,,"1,220.00",,,322,,,---,,
2,,"1,460.00",,,,0,,"1,460.00",,,322,,,"2,440.00",,,322,,,"1,460.00",,,|,,
3,,"2,407.00",,,,0,,"2,407.00",,,322,,,980,,,322,,,947,,,|,,
4,,"1,460.00",,,,305,,"2,407.00",,,305,,,947,,,322,,,305,,,---,,
5,,0,,,,627,,"2,440.00",,,627,,,"2,440.00",,,898,,,305,,,---,,
6,,422,,,,322,,422,,,627,,,"2,440.00",,,305,,,422,,,|,,
7,,"1,291.00",,,,322,,"1,291.00",,,627,,,"2,018.00",,,305,,,869,,,|,,
8,,"1,711.00",,,,322,,"1,711.00",,,627,,,"1,149.00",,,305,,,420,,,|,,
9,,"1,291.00",,,,626,,"1,711.00",,,626,,,420,,,305,,,304,,,---,,
10,"2,431.00",322,"2,431.00",627,729,305,720,|,,,,,,,,,,,,,,,,,
11,"1,711.00",622.1,"2,431.00",622.1,720,305,300.1,---,,,,,,,,,,,,,,,,,
12,0,932,"2,440.00",932,"2,440.00",593,305,---,,,,,,,,,,,,,,,,,
13,421,627,421,932,"2,440.00",305,421,|,,,,,,,,,,,,,,,,,
14,"1,319.00",627,"1,319.00",932,"2,019.00",305,898,|,,,,,,,,,,,,,,,,,
15,"1,670.50",627,"1,670.50",932,"1,121.00",305,351.5,|,,,,,,,,,,,,,,,,,
16,"1,319.00",930,"1,670.50",930,351.5,305,303,---,,,,,,,,,,,,,,,,,
17,"2,390.50",627,"2,390.50",932,769.5,305,720,|,,,,,,,,,,,,,,,,,
18,"1,670.50",930,"2,390.50",930,720,305,303,---,,,,,,,,,,,,,,,,,
19,430,932,430,"1,220.00","2,440.00",288,430,|,,,,,,,,,,,,,,,,,
20,"1,308.00",932,"1,308.00","1,220.00","2,010.00",288,878,|,,,,,,,,,,,,,,,,,
21,430,"1,209.00","1,308.00","1,209.00",878,288,277,---,,,,,,,,,,,,,,,,,
22,"1,688.00",932,"1,688.00","1,220.00","1,132.00",288,380,|,,,,,,,,,,,,,,,,,
23,"1,308.00","1,209.00","1,688.00","1,209.00",380,288,277,---,,,,,,,,,,,,,,,,,
24,"2,437.00",932,"2,437.00","1,220.00",752,288,749,|,,,,,,,,,,,,,,,,,
25,"1,688.00","1,195.90","2,437.00","1,195.90",749,288,263.9,---,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"Sum of cuts   (1 x 16,721.5)   16,721.5",,,,,,Count of cuts   (1 x 25)   25,,,,,,,,,,,,,,,,,,,
